Order ID,Customer ID,Order Date,Customer Name,Region,State,Category,Product,Quantity,Sales,Discount %,Net Sales,Profit,Payment Mode,Salesperson
ORD-10101,1270,2025-06-15 18:54:06,Customer 117,North,Delhi,Office Supplies,Notebook,1,283.54,10,255.19,60.13,UPI,R. Singh
ORD-11809,1180,2025-06-15 20:09:11,Customer 381,West,Gujarat,Accessories,Backpack,2,5100.5,0,5100.5,1135.93,Debit Card,N. Gupta
ORD-11161,1014,2025-06-15 21:20:34,Customer 156,East,Bihar,Electronics,Tablet,2,46718.76,15,39710.95,7766.36,Credit Card,K. Yadav
ORD-10314,1314,2025-06-16 07:39:12,Customer 331,North,Delhi,Electronics,Tablet,2,40287.79,10,36259.01,7417.31,Credit Card,K. Yadav
ORD-10013,1411,2025-06-16 10:55:04,Customer 318,North,Delhi,Electronics,Laptop,4,256916.98,5,244071.13,26357.61,Net Banking,A. Kumar
ORD-11202,1259,2025-06-16 11:51:32,Customer 457,Central,Madhya Pradesh,Office Supplies,Stapler,3,1112.15,5,1056.54,190.36,Cash,S. Verma
ORD-10755,1009,2025-06-16 15:47:36,Customer 473,North,Haryana,Electronics,Laptop,5,356609.55,5,338779.07,50407.32,UPI,P. Sharma
ORD-11194,1435,2025-06-17 01:19:14,Customer 76,South,Kerala,Electronics,Smartphone,5,160543.97,10,144489.57,28795.94,Cash,K. Yadav
ORD-11246,1267,2025-06-17 03:44:23,Customer 88,Central,Chhattisgarh,Office Supplies,Printer,2,30440.76,10,27396.68,3436.88,Credit Card,N. Gupta
ORD-11041,1100,2025-06-18 12:37:35,Customer 124,East,Bihar,Office Supplies,Printer,1,14738.93,10,13265.04,1841.85,Net Banking,S. Verma
ORD-10858,1382,2025-06-18 17:13:20,Customer 277,West,Rajasthan,Furniture,Sofa,5,115490.32,15,98166.77,9372.59,Credit Card,S. Verma
ORD-10726,1167,2025-06-18 19:19:26,Customer 207,South,Telangana,Office Supplies,Stapler,2,859.08,15,730.22,65.37,Credit Card,A. Kumar
ORD-11943,1049,2025-06-18 21:24:15,Customer 435,North,Punjab,Electronics,Headphones,5,23882.68,5,22688.55,2372.66,Debit Card,S. Verma
ORD-11501,1203,2025-06-18 22:15:00,Customer 152,North,Haryana,Electronics,Headphones,3,15547.7,15,13215.54,1439.4,UPI,A. Kumar
ORD-11726,1107,2025-06-18 23:11:10,Customer 417,Central,Madhya Pradesh,Electronics,Tablet,2,40601.73,10,36541.56,6723.48,Debit Card,R. Singh
ORD-11955,1348,2025-06-19 02:13:47,Customer 264,Central,Chhattisgarh,Accessories,USB Hub,3,3412.19,5,3241.58,583.94,Debit Card,P. Sharma
ORD-11181,1005,2025-06-19 19:45:55,Customer 176,West,Maharashtra,Furniture,Desk,2,22927.33,20,18341.86,2421.51,Net Banking,P. Sharma
ORD-10150,1304,2025-06-19 21:04:01,Customer 454,East,Jharkhand,Office Supplies,Notebook,2,609.52,5,579.04,131.31,Cash,N. Gupta
ORD-10728,1347,2025-06-20 04:52:01,Customer 500,Central,Madhya Pradesh,Electronics,Laptop,5,319050.31,10,287145.28,26859.9,Credit Card,N. Gupta
ORD-10798,1221,2025-06-20 15:17:43,Customer 244,East,Odisha,Furniture,Desk,4,55196.9,5,52437.06,10999.32,Cash,N. Gupta
ORD-11530,1107,2025-06-20 17:32:26,Customer 395,North,Punjab,Electronics,Monitor,1,20536.95,15,17456.41,3913.11,UPI,P. Sharma
ORD-11236,1182,2025-06-20 22:48:11,Customer 353,West,Goa,Office Supplies,Notebook,5,1368.4,0,1368.4,139.38,Debit Card,S. Verma
ORD-11623,1125,2025-06-21 05:51:59,Customer 391,West,Gujarat,Furniture,Table,1,9140.52,10,8226.47,1727.48,Credit Card,K. Yadav
ORD-10967,1173,2025-06-21 07:04:07,Customer 275,Central,Madhya Pradesh,Furniture,Bookshelf,3,22025.62,15,18721.78,1649.19,Net Banking,P. Sharma
ORD-10616,1323,2025-06-21 09:32:36,Customer 423,East,West Bengal,Office Supplies,Notebook,2,633.76,15,538.7,96.19,Cash,R. Singh
ORD-11066,1320,2025-06-21 10:04:01,Customer 345,East,West Bengal,Electronics,Tablet,4,90448.51,15,76881.23,17577.39,Debit Card,S. Verma
ORD-11513,1420,2025-06-21 16:46:40,Customer 390,North,Haryana,Furniture,Table,2,22414.03,0,22414.03,3390.07,Debit Card,K. Yadav
ORD-11571,1283,2025-06-22 10:02:23,Customer 24,East,Odisha,Electronics,Tablet,2,45435.09,0,45435.09,5838.17,Credit Card,R. Singh
ORD-10243,1399,2025-06-22 19:16:04,Customer 30,West,Gujarat,Electronics,Tablet,3,62040.41,0,62040.41,12938.92,Credit Card,N. Gupta
ORD-10502,1069,2025-06-22 22:45:42,Customer 181,West,Rajasthan,Accessories,Backpack,3,8025.72,5,7624.43,1682.75,Net Banking,A. Kumar
ORD-10363,1045,2025-06-23 01:38:06,Customer 426,West,Maharashtra,Electronics,Headphones,2,10304.88,10,9274.39,1927.08,Credit Card,A. Kumar
ORD-10055,1112,2025-06-23 03:56:46,Customer 303,East,Bihar,Electronics,Laptop,4,270460.97,15,229891.82,34160.11,Net Banking,N. Gupta
ORD-11398,1091,2025-06-23 04:49:37,Customer 395,East,Jharkhand,Office Supplies,Printer,4,60440.14,15,51374.12,5426.37,UPI,N. Gupta
ORD-10417,1247,2025-06-23 05:37:04,Customer 212,Central,Madhya Pradesh,Furniture,Office Chair,2,18932.11,5,17985.5,2173.56,Cash,R. Singh
ORD-11596,1340,2025-06-23 17:30:32,Customer 105,West,Goa,Accessories,Webcam,1,3505.54,0,3505.54,501.49,Credit Card,R. Singh
ORD-11090,1402,2025-06-24 04:18:52,Customer 480,South,Telangana,Electronics,Laptop,1,65527.27,15,55698.18,6314.44,Credit Card,P. Sharma
ORD-11392,1008,2025-06-24 07:02:28,Customer 362,West,Maharashtra,Accessories,Webcam,3,10724.72,10,9652.25,1846.28,Cash,A. Kumar
ORD-10408,1296,2025-06-24 08:05:52,Customer 333,South,Telangana,Electronics,Monitor,4,78634.46,5,74702.74,14768.75,UPI,K. Yadav
ORD-10945,1356,2025-06-24 18:47:16,Customer 343,East,Bihar,Furniture,Office Chair,2,16256.68,0,16256.68,2121.6,Cash,A. Kumar
ORD-10736,1117,2025-06-24 20:33:46,Customer 368,West,Gujarat,Office Supplies,Printer,5,69903.47,0,69903.47,12954.97,Debit Card,R. Singh
ORD-11698,1039,2025-06-25 00:23:01,Customer 206,South,Kerala,Accessories,Mouse,4,4120.4,10,3708.36,399.27,Debit Card,N. Gupta
ORD-10221,1201,2025-06-25 03:35:55,Customer 468,East,Jharkhand,Electronics,Smartphone,1,29191.64,15,24812.89,5165.39,Net Banking,K. Yadav
ORD-11999,1282,2025-06-25 04:13:57,Customer 379,West,Maharashtra,Furniture,Table,5,48364.42,15,41109.76,4957.5,Cash,K. Yadav
ORD-10825,1227,2025-06-25 07:04:56,Customer 234,Central,Chhattisgarh,Accessories,Backpack,2,4622.02,15,3928.72,547.99,Debit Card,R. Singh
ORD-11691,1327,2025-06-25 09:25:15,Customer 74,West,Maharashtra,Furniture,Bookshelf,5,33981.53,10,30583.38,6979.5,Net Banking,S. Verma
ORD-10886,1215,2025-06-25 12:21:09,Customer 294,Central,Madhya Pradesh,Furniture,Bookshelf,5,36989.02,5,35139.57,8593.86,Credit Card,R. Singh
ORD-11131,1007,2025-06-25 19:59:57,Customer 242,West,Rajasthan,Electronics,Tablet,5,110997.58,0,110997.58,13495.55,Credit Card,R. Singh
ORD-11369,1028,2025-06-25 21:18:39,Customer 96,East,Jharkhand,Office Supplies,Stapler,2,787.51,10,708.76,137.99,Net Banking,P. Sharma
ORD-10897,1390,2025-06-25 22:27:10,Customer 294,South,Kerala,Furniture,Office Chair,4,33374.6,10,30037.14,6115.79,Credit Card,K. Yadav
ORD-11782,1436,2025-06-26 01:45:25,Customer 76,Central,Madhya Pradesh,Furniture,Bookshelf,1,6913.24,20,5530.59,972.51,Debit Card,S. Verma
ORD-11569,1337,2025-06-26 09:46:48,Customer 9,South,Tamil Nadu,Office Supplies,Pen Set,2,527.04,10,474.34,53.89,Net Banking,R. Singh
ORD-10126,1344,2025-06-26 22:20:55,Customer 395,West,Goa,Furniture,Office Chair,4,32977.88,10,29680.09,3731.64,Net Banking,A. Kumar
ORD-10068,1324,2025-06-27 00:57:54,Customer 212,North,Uttar Pradesh,Furniture,Desk,3,39947.24,5,37949.88,9280.98,UPI,S. Verma
ORD-10162,1258,2025-06-27 10:18:13,Customer 209,South,Kerala,Furniture,Table,2,19665.01,10,17698.51,4406.99,Debit Card,P. Sharma
ORD-10004,1367,2025-06-27 18:21:47,Customer 455,West,Maharashtra,Accessories,Mouse,2,1757.08,0,1757.08,344.95,Cash,N. Gupta
ORD-10447,1028,2025-06-28 00:21:03,Customer 419,South,Kerala,Electronics,Tablet,5,116011.78,10,104410.6,9403.23,Cash,N. Gupta
ORD-11456,1398,2025-06-28 02:15:26,Customer 448,East,West Bengal,Furniture,Bookshelf,3,22672.66,10,20405.39,2126.62,UPI,R. Singh
ORD-11990,1238,2025-06-28 04:14:37,Customer 83,South,Tamil Nadu,Office Supplies,Stapler,4,1720.39,0,1720.39,183.73,Net Banking,K. Yadav
ORD-10549,1227,2025-06-28 13:50:51,Customer 442,West,Gujarat,Electronics,Tablet,3,72043.05,5,68440.9,14918.51,Cash,N. Gupta
ORD-10591,1070,2025-06-28 22:31:41,Customer 150,South,Telangana,Furniture,Office Chair,4,34130.84,10,30717.76,3741.09,Credit Card,S. Verma
ORD-11675,1223,2025-06-29 05:57:48,Customer 5,East,West Bengal,Office Supplies,Pen Set,4,993.55,10,894.19,187.45,UPI,S. Verma
ORD-11570,1039,2025-06-29 15:45:16,Customer 315,North,Uttar Pradesh,Accessories,Backpack,3,7857.09,5,7464.24,1848.05,Debit Card,A. Kumar
ORD-11338,1309,2025-06-29 18:32:19,Customer 337,South,Telangana,Electronics,Monitor,2,38402.73,10,34562.46,8253.18,UPI,K. Yadav
ORD-11654,1431,2025-06-30 02:53:57,Customer 136,South,Kerala,Furniture,Sofa,2,50887.86,10,45799.07,8513.54,UPI,P. Sharma
ORD-11564,1112,2025-06-30 06:43:31,Customer 269,South,Kerala,Furniture,Sofa,4,113169.72,10,101852.75,22727.56,Debit Card,P. Sharma
ORD-10668,1082,2025-06-30 10:50:40,Customer 286,East,Odisha,Furniture,Table,5,54459.87,5,51736.88,10686.52,UPI,K. Yadav
ORD-11587,1386,2025-06-30 11:34:25,Customer 103,East,Bihar,Office Supplies,Notebook,1,281.24,10,253.12,27.86,UPI,S. Verma
ORD-11733,1113,2025-06-30 13:08:01,Customer 461,West,Maharashtra,Furniture,Table,4,36367.89,15,30912.71,3147.02,UPI,S. Verma
ORD-11974,1167,2025-06-30 13:13:51,Customer 145,North,Delhi,Office Supplies,Notebook,4,1366.07,15,1161.16,144.32,Credit Card,K. Yadav
ORD-10727,1337,2025-06-30 13:41:55,Customer 56,West,Maharashtra,Furniture,Bookshelf,2,15852.93,10,14267.64,2099.35,Credit Card,N. Gupta
ORD-10984,1321,2025-06-30 14:18:53,Customer 201,North,Uttar Pradesh,Office Supplies,Stapler,1,453.4,5,430.73,44.4,Cash,P. Sharma
ORD-11114,1207,2025-06-30 15:41:16,Customer 67,Central,Chhattisgarh,Electronics,Monitor,4,65628.81,5,62347.37,15261.63,Debit Card,R. Singh
ORD-10396,1272,2025-06-30 19:33:04,Customer 243,Central,Madhya Pradesh,Electronics,Smartphone,4,109077.91,15,92716.22,10785.56,Credit Card,R. Singh
ORD-11275,1025,2025-06-30 21:27:24,Customer 41,South,Karnataka,Electronics,Tablet,5,119453.6,10,107508.24,9668.57,Net Banking,S. Verma
ORD-10415,1109,2025-06-30 22:50:02,Customer 372,Central,Madhya Pradesh,Electronics,Monitor,1,19941.83,15,16950.56,3228.47,Debit Card,K. Yadav
ORD-11204,1244,2025-07-01 02:11:16,Customer 95,West,Rajasthan,Office Supplies,Printer,2,30965.14,15,26320.37,4024.06,Debit Card,N. Gupta
ORD-10551,1200,2025-07-01 03:01:50,Customer 75,East,Jharkhand,Electronics,Tablet,5,114655.89,10,103190.3,17355.28,Net Banking,N. Gupta
ORD-11360,1342,2025-07-01 11:26:44,Customer 154,Central,Chhattisgarh,Furniture,Bookshelf,4,25435.27,5,24163.51,4332.7,Cash,R. Singh
ORD-11852,1393,2025-07-01 16:01:19,Customer 260,North,Punjab,Electronics,Smartphone,1,32692.92,15,27788.98,5060.97,Credit Card,A. Kumar
ORD-11282,1290,2025-07-02 00:51:17,Customer 365,Central,Madhya Pradesh,Furniture,Office Chair,3,28991.52,10,26092.37,5152.79,UPI,K. Yadav
ORD-11446,1232,2025-07-02 09:12:15,Customer 66,South,Tamil Nadu,Electronics,Monitor,4,71005.68,10,63905.11,7116.07,Cash,R. Singh
ORD-11477,1044,2025-07-02 12:11:38,Customer 136,South,Karnataka,Furniture,Office Chair,1,9435.77,15,8020.4,1224.42,Net Banking,K. Yadav
ORD-11609,1130,2025-07-02 18:05:22,Customer 354,West,Goa,Furniture,Office Chair,2,20544.48,10,18490.03,3237.41,Cash,K. Yadav
ORD-10912,1343,2025-07-02 18:31:01,Customer 96,East,Jharkhand,Office Supplies,Notebook,4,1308.99,10,1178.09,135.2,Net Banking,P. Sharma
ORD-10304,1215,2025-07-02 21:58:37,Customer 215,East,Odisha,Electronics,Smartphone,4,137461.49,15,116842.27,23916.77,Debit Card,K. Yadav
ORD-10343,1438,2025-07-02 23:14:18,Customer 414,East,Bihar,Electronics,Headphones,5,23313.0,0,23313.0,3293.49,Cash,N. Gupta
ORD-10907,1112,2025-07-02 23:27:56,Customer 199,West,Goa,Electronics,Tablet,1,22592.0,15,19203.2,2737.89,Credit Card,S. Verma
ORD-10477,1193,2025-07-03 10:21:55,Customer 494,South,Karnataka,Furniture,Bookshelf,2,16054.14,15,13646.02,1668.4,UPI,S. Verma
ORD-11568,1056,2025-07-03 11:08:01,Customer 409,Central,Madhya Pradesh,Accessories,Backpack,1,2485.23,5,2360.97,232.88,Cash,S. Verma
ORD-11882,1181,2025-07-03 11:34:40,Customer 351,Central,Chhattisgarh,Electronics,Smartphone,3,100893.84,15,85759.76,15985.73,UPI,R. Singh
ORD-11335,1298,2025-07-03 22:56:34,Customer 422,South,Telangana,Office Supplies,Notebook,1,320.53,15,272.45,37.89,Debit Card,R. Singh
ORD-10578,1185,2025-07-04 01:08:44,Customer 381,North,Delhi,Accessories,Keyboard,1,1733.78,0,1733.78,217.69,Credit Card,K. Yadav
ORD-11917,1245,2025-07-04 06:54:33,Customer 31,West,Rajasthan,Office Supplies,Pen Set,3,746.27,5,708.96,112.63,Net Banking,K. Yadav
ORD-11337,1442,2025-07-04 18:18:15,Customer 195,South,Karnataka,Furniture,Bookshelf,1,6377.61,5,6058.73,1184.48,Net Banking,R. Singh
ORD-11372,1130,2025-07-04 21:34:02,Customer 81,North,Uttar Pradesh,Accessories,Mouse,2,1900.04,0,1900.04,437.96,Credit Card,R. Singh
ORD-11178,1015,2025-07-04 23:03:13,Customer 487,East,Jharkhand,Furniture,Office Chair,3,31012.41,0,31012.41,3336.51,UPI,S. Verma
ORD-10957,1058,2025-07-05 05:05:01,Customer 180,Central,Chhattisgarh,Furniture,Sofa,4,92361.56,20,73889.25,17832.56,Net Banking,N. Gupta
ORD-10311,1288,2025-07-05 10:29:25,Customer 176,North,Delhi,Furniture,Office Chair,2,17995.66,15,15296.31,1713.98,UPI,P. Sharma
ORD-11942,1132,2025-07-05 20:36:17,Customer 120,North,Punjab,Accessories,Backpack,2,4572.69,15,3886.79,793.58,Cash,R. Singh
ORD-11165,1447,2025-07-05 22:02:25,Customer 480,West,Goa,Office Supplies,Printer,3,42946.45,15,36504.48,4825.53,UPI,A. Kumar
ORD-11633,1167,2025-07-05 23:07:02,Customer 41,North,Haryana,Office Supplies,Printer,2,29349.93,10,26414.94,3855.21,Cash,N. Gupta
ORD-10827,1293,2025-07-06 02:25:40,Customer 485,South,Kerala,Office Supplies,Notebook,2,601.76,5,571.67,110.79,Debit Card,R. Singh
ORD-10428,1437,2025-07-06 05:31:39,Customer 418,South,Karnataka,Electronics,Headphones,2,10003.65,5,9503.47,965.17,Cash,A. Kumar
ORD-10765,1237,2025-07-06 06:35:40,Customer 407,North,Punjab,Electronics,Tablet,5,117352.16,0,117352.16,15904.24,Debit Card,K. Yadav
ORD-10981,1290,2025-07-06 11:40:40,Customer 117,East,Bihar,Office Supplies,File Folder,4,696.07,10,626.46,137.73,Debit Card,R. Singh
ORD-10769,1353,2025-07-06 13:29:00,Customer 261,Central,Madhya Pradesh,Office Supplies,File Folder,3,619.15,10,557.23,133.08,Net Banking,A. Kumar
ORD-10330,1413,2025-07-06 15:31:30,Customer 147,North,Delhi,Office Supplies,Printer,3,41933.1,5,39836.44,6786.86,Credit Card,A. Kumar
ORD-11062,1071,2025-07-06 19:33:27,Customer 457,Central,Chhattisgarh,Accessories,USB Hub,4,4472.85,15,3801.92,569.04,Credit Card,A. Kumar
ORD-10299,1189,2025-07-07 03:01:10,Customer 388,South,Tamil Nadu,Electronics,Monitor,3,48754.14,10,43878.73,10747.82,Debit Card,N. Gupta
ORD-10409,1162,2025-07-07 03:42:23,Customer 474,South,Kerala,Electronics,Headphones,1,5561.81,0,5561.81,1139.09,UPI,P. Sharma
ORD-10511,1084,2025-07-07 05:01:22,Customer 435,Central,Madhya Pradesh,Electronics,Laptop,5,312884.84,0,312884.84,45948.53,Credit Card,N. Gupta
ORD-10648,1290,2025-07-07 07:38:11,Customer 357,East,West Bengal,Office Supplies,Notebook,3,955.69,20,764.55,153.96,UPI,K. Yadav
ORD-11845,1024,2025-07-07 10:10:27,Customer 416,South,Karnataka,Electronics,Monitor,3,50808.14,0,50808.14,11445.34,Debit Card,N. Gupta
ORD-11177,1116,2025-07-07 11:10:20,Customer 25,East,Odisha,Furniture,Table,5,50940.34,10,45846.31,9190.28,Net Banking,K. Yadav
ORD-11208,1259,2025-07-07 13:07:04,Customer 74,Central,Madhya Pradesh,Office Supplies,Pen Set,3,789.45,10,710.51,176.83,Net Banking,P. Sharma
ORD-10687,1179,2025-07-07 17:14:24,Customer 326,Central,Madhya Pradesh,Furniture,Sofa,2,50398.98,5,47879.03,9445.1,Net Banking,R. Singh
ORD-10416,1288,2025-07-07 20:58:52,Customer 251,East,West Bengal,Electronics,Tablet,1,22848.96,0,22848.96,2185.66,Cash,R. Singh
ORD-10253,1054,2025-07-08 08:04:25,Customer 298,Central,Madhya Pradesh,Accessories,Backpack,2,5096.05,10,4586.45,930.41,Net Banking,S. Verma
ORD-11792,1395,2025-07-09 08:02:30,Customer 286,Central,Chhattisgarh,Electronics,Laptop,3,183453.07,5,174280.42,41055.94,UPI,S. Verma
ORD-10809,1016,2025-07-09 10:36:00,Customer 340,West,Gujarat,Furniture,Table,5,46914.19,0,46914.19,5651.96,Credit Card,P. Sharma
ORD-11950,1313,2025-07-09 12:00:07,Customer 470,East,Jharkhand,Office Supplies,Printer,5,80814.45,15,68692.28,11496.6,Credit Card,S. Verma
ORD-11645,1302,2025-07-09 13:40:18,Customer 353,North,Haryana,Office Supplies,Printer,1,15039.36,0,15039.36,3484.66,Debit Card,N. Gupta
ORD-11296,1308,2025-07-09 18:48:55,Customer 145,Central,Chhattisgarh,Accessories,USB Hub,4,4800.47,0,4800.47,486.29,UPI,K. Yadav
ORD-11862,1109,2025-07-09 20:15:35,Customer 354,East,Bihar,Office Supplies,Stapler,1,441.46,15,375.24,53.01,Debit Card,A. Kumar
ORD-11621,1180,2025-07-09 22:58:01,Customer 204,West,Gujarat,Office Supplies,Stapler,4,1665.53,5,1582.25,356.87,Cash,A. Kumar
ORD-10795,1197,2025-07-10 00:37:42,Customer 109,West,Rajasthan,Accessories,Webcam,5,19129.79,5,18173.3,3992.79,Cash,K. Yadav
ORD-10696,1143,2025-07-10 00:52:47,Customer 33,Central,Chhattisgarh,Furniture,Table,2,20964.91,10,18868.42,1524.59,UPI,K. Yadav
ORD-11755,1261,2025-07-10 02:24:42,Customer 141,North,Uttar Pradesh,Electronics,Headphones,5,25907.57,10,23316.81,5596.21,Debit Card,A. Kumar
ORD-11865,1434,2025-07-10 04:59:14,Customer 460,West,Rajasthan,Electronics,Headphones,3,14719.59,0,14719.59,1717.71,Net Banking,N. Gupta
ORD-11981,1085,2025-07-10 11:35:21,Customer 194,Central,Chhattisgarh,Furniture,Office Chair,4,35199.18,5,33439.22,4497.09,Net Banking,A. Kumar
ORD-10207,1448,2025-07-10 21:16:15,Customer 391,Central,Madhya Pradesh,Furniture,Sofa,3,76110.75,0,76110.75,16262.38,Net Banking,S. Verma
ORD-10220,1328,2025-07-11 07:41:49,Customer 35,North,Uttar Pradesh,Office Supplies,Pen Set,3,748.08,5,710.68,84.25,Debit Card,K. Yadav
ORD-11014,1148,2025-07-11 13:34:13,Customer 495,North,Punjab,Electronics,Monitor,2,36799.01,10,33119.11,3839.12,Cash,A. Kumar
ORD-11294,1121,2025-07-12 00:10:01,Customer 320,Central,Madhya Pradesh,Electronics,Smartphone,1,33479.0,10,30131.1,5352.9,Cash,A. Kumar
ORD-11099,1348,2025-07-12 03:52:32,Customer 443,South,Kerala,Accessories,USB Hub,4,4976.3,5,4727.48,404.42,Net Banking,P. Sharma
ORD-11001,1059,2025-07-12 05:13:37,Customer 15,Central,Madhya Pradesh,Furniture,Desk,5,58556.0,5,55628.2,9820.09,UPI,N. Gupta
ORD-10374,1404,2025-07-12 06:48:31,Customer 360,Central,Madhya Pradesh,Accessories,Webcam,2,6308.8,0,6308.8,1475.06,Credit Card,R. Singh
ORD-11070,1346,2025-07-12 12:54:17,Customer 10,West,Maharashtra,Office Supplies,Stapler,4,1656.38,5,1573.56,321.33,UPI,N. Gupta
ORD-11457,1135,2025-07-12 15:32:29,Customer 254,Central,Madhya Pradesh,Office Supplies,File Folder,5,885.34,15,752.54,143.83,Credit Card,R. Singh
ORD-11270,1128,2025-07-13 04:05:18,Customer 294,West,Gujarat,Office Supplies,Printer,5,73523.53,0,73523.53,6779.4,UPI,N. Gupta
ORD-11819,1376,2025-07-13 04:20:32,Customer 384,West,Gujarat,Electronics,Headphones,5,25203.53,5,23943.35,3213.61,UPI,A. Kumar
ORD-11531,1065,2025-07-13 04:42:26,Customer 202,Central,Chhattisgarh,Office Supplies,Printer,1,14791.38,10,13312.24,1953.25,Cash,S. Verma
ORD-11262,1447,2025-07-13 04:54:49,Customer 402,East,Bihar,Electronics,Tablet,5,118713.02,15,100906.07,19028.75,Credit Card,P. Sharma
ORD-10109,1262,2025-07-13 14:32:36,Customer 261,Central,Chhattisgarh,Electronics,Smartphone,1,28653.65,5,27220.97,5785.26,UPI,A. Kumar
ORD-10295,1324,2025-07-13 16:15:43,Customer 436,South,Telangana,Electronics,Laptop,1,73973.6,0,73973.6,9254.5,UPI,R. Singh
ORD-10895,1234,2025-07-13 17:59:27,Customer 104,Central,Chhattisgarh,Electronics,Smartphone,2,64984.36,15,55236.71,12611.57,UPI,A. Kumar
ORD-11961,1154,2025-07-13 20:31:06,Customer 138,East,Bihar,Accessories,Backpack,2,5263.09,10,4736.78,1092.07,Debit Card,K. Yadav
ORD-10301,1376,2025-07-14 09:44:53,Customer 371,West,Goa,Electronics,Smartphone,1,28179.55,5,26770.57,3461.64,UPI,N. Gupta
ORD-11133,1425,2025-07-14 13:18:45,Customer 65,South,Telangana,Electronics,Smartphone,5,135419.97,10,121877.97,12481.79,Credit Card,S. Verma
ORD-10759,1097,2025-07-14 19:03:46,Customer 149,North,Uttar Pradesh,Electronics,Monitor,3,61189.24,10,55070.32,10307.85,UPI,A. Kumar
ORD-10421,1240,2025-07-14 21:50:30,Customer 435,South,Karnataka,Electronics,Smartphone,3,87251.52,15,74163.79,14152.17,Cash,K. Yadav
ORD-10603,1372,2025-07-14 22:38:03,Customer 205,East,Jharkhand,Accessories,Backpack,1,2332.79,10,2099.51,362.93,Net Banking,P. Sharma
ORD-11567,1111,2025-07-15 01:49:30,Customer 338,South,Karnataka,Electronics,Monitor,1,16317.13,5,15501.27,3280.26,Debit Card,A. Kumar
ORD-10592,1251,2025-07-15 05:47:52,Customer 79,East,Odisha,Furniture,Desk,1,12668.86,10,11401.97,2420.15,Cash,P. Sharma
ORD-10611,1255,2025-07-15 12:56:25,Customer 31,Central,Chhattisgarh,Accessories,Backpack,2,5522.88,10,4970.59,552.76,Debit Card,N. Gupta
ORD-10917,1068,2025-07-16 00:44:52,Customer 188,North,Uttar Pradesh,Accessories,Mouse,3,2895.25,15,2460.96,301.47,Cash,P. Sharma
ORD-10882,1029,2025-07-16 01:00:02,Customer 303,Central,Madhya Pradesh,Electronics,Monitor,2,39707.83,5,37722.44,4066.64,Net Banking,P. Sharma
ORD-10952,1152,2025-07-16 04:15:23,Customer 266,East,Jharkhand,Office Supplies,Pen Set,1,242.5,0,242.5,24.03,UPI,N. Gupta
ORD-10848,1055,2025-07-16 06:09:16,Customer 457,Central,Chhattisgarh,Office Supplies,Printer,2,32051.38,0,32051.38,6350.0,UPI,P. Sharma
ORD-11681,1107,2025-07-16 06:43:29,Customer 252,East,Odisha,Furniture,Sofa,1,24927.73,10,22434.96,2075.35,Net Banking,A. Kumar
ORD-11252,1312,2025-07-16 20:15:15,Customer 190,West,Goa,Office Supplies,Notebook,3,999.0,10,899.1,121.36,Credit Card,P. Sharma
ORD-11534,1113,2025-07-17 00:02:43,Customer 266,West,Maharashtra,Office Supplies,Printer,1,14928.55,10,13435.69,2182.88,UPI,S. Verma
ORD-10274,1434,2025-07-17 03:49:30,Customer 143,West,Rajasthan,Office Supplies,Stapler,2,918.04,5,872.14,148.46,Cash,K. Yadav
ORD-10608,1344,2025-07-17 06:48:52,Customer 11,North,Haryana,Electronics,Tablet,5,113513.46,10,102162.11,25164.19,Debit Card,P. Sharma
ORD-10266,1016,2025-07-17 13:18:00,Customer 329,East,Jharkhand,Electronics,Laptop,5,326340.99,15,277389.84,62290.43,Debit Card,K. Yadav
ORD-11440,1255,2025-07-17 14:32:02,Customer 223,East,Bihar,Office Supplies,Printer,4,68165.28,5,64757.02,8020.48,Cash,N. Gupta
ORD-10196,1260,2025-07-17 18:59:31,Customer 240,East,Jharkhand,Office Supplies,Pen Set,1,283.32,10,254.99,38.66,Debit Card,K. Yadav
ORD-11380,1197,2025-07-17 19:52:07,Customer 296,Central,Madhya Pradesh,Furniture,Office Chair,2,20599.76,15,17509.8,2859.68,Net Banking,S. Verma
ORD-11986,1069,2025-07-18 03:31:35,Customer 280,North,Delhi,Office Supplies,Stapler,1,361.81,10,325.63,53.26,Net Banking,P. Sharma
ORD-11305,1293,2025-07-18 15:51:25,Customer 31,Central,Chhattisgarh,Accessories,Keyboard,3,6156.28,5,5848.47,712.97,Credit Card,P. Sharma
ORD-11076,1123,2025-07-19 01:02:25,Customer 445,West,Rajasthan,Furniture,Desk,2,22986.53,10,20687.88,4777.43,Cash,R. Singh
ORD-11518,1365,2025-07-19 18:29:50,Customer 446,Central,Chhattisgarh,Office Supplies,Printer,1,15026.21,10,13523.59,3307.07,Net Banking,P. Sharma
ORD-10371,1214,2025-07-20 04:36:41,Customer 177,East,West Bengal,Office Supplies,Stapler,2,843.92,10,759.53,126.14,Debit Card,S. Verma
ORD-11274,1070,2025-07-20 05:46:22,Customer 142,South,Kerala,Accessories,Mouse,3,2968.15,10,2671.33,362.78,Credit Card,N. Gupta
ORD-10012,1331,2025-07-20 10:59:11,Customer 348,South,Tamil Nadu,Electronics,Headphones,4,22018.36,5,20917.44,4847.3,UPI,K. Yadav
ORD-10489,1271,2025-07-20 11:32:40,Customer 215,North,Punjab,Furniture,Desk,2,22680.95,0,22680.95,5221.75,Cash,K. Yadav
